Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
1518,1668,sport,sport,Houston Rockets trade James Harden to Brooklyn Nets in blockbuster three-team deal - CNN,3015,485
2795,1669,sport,sport,Reece Wilson: Downhill World Champion says he loves life 'on the limit' - CNN,6740,1195
4379,1670,news,australia,"Australia's Great Barrier Reef will survive if warming kept to 1.5 degrees, study finds - CNN",2674,435
2442,1671,sport,football,Cristiano Ronaldo cements domestic dominance as Juventus wins Coppa Italia - CNN,2978,483
1761,1672,sport,sport,Tom Brady's GOAT status captures world's imagination - CNN,3663,615
3968,1673,sport,sport,Baltimore Ravens: Lamar Jackson makes history as Ravens complete huge comeback against Indianapolis Colts - CNN,3005,502
1391,1674,news,us,"Insurrection a stunning show of force for conspiracy groups, extremists and fringe movements - CNN",5604,920
4441,1675,news,europe,"Russia lists Pussy Riot member, art collector and satirist as 'foreign agents' - CNN",2356,357
2635,1676,news,europe,Czech tornado: 5 killed as rare storm hits villages - CNN,1778,283
1963,1677,sport,football,Arsenal vs. Tottenham: Erik Lamela scores stunning rabona goal but is sent off as Arsenal overcome rivals in North London Derby - CNN,5446,929
3641,1678,sport,tennis,"Novak Djokovic's tears, Daniil Medvedev booed during sets and history denied: A US Open final for the ages - CNN",5290,918
1797,1679,sport,football,Manchester United puts nine past Southampton to equal Premier League record - CNN,3585,592
2896,1680,sport,sport,P. V. Sindhu: The Olympic hero who became India's most marketable female athlete - CNN,9863,1636
3469,1681,sport,sport,"'Every single time I lift the bar, I'm just lifting my country up': Shiva Karout's quest for powerlifting glory - CNN",12597,2194
1702,1682,sport,tennis,Aslan Karatsev makes history at Australian Open with run to semis - CNN,3000,492
598,1683,sport,sport,Ashley Cain-Gribble and Timothy LeDuc: How US figure skaters forged their own paths in a sport where stereotypes run deep   - CNN,7898,1311
4068,1684,news,australia,Analysis: Australia's climate policy is being dictated by a former accountant in a cowboy hat - CNN,9919,1574
2494,1685,sport,sport,Tim Tebow reportedly expected to sign with Jacksonville Jaguars to play different position - CNN,2486,419
4490,1686,news,europe,Shelf-climbing robots are helping warehouses meet the holiday rush - CNN,1996,331
1943,1687,news,uk,"With UK police under fire, Boris Johnson pushes new bill that could end peaceful protest - CNN",9094,1470
170,1688,news,africa,African nations on UN Security Council condemn racism at Ukrainian border - CNN,3426,510
3715,1689,sport,sport,"Rugby players' brains affected by 'chronic exposure' to collisions throughout a season, study shows - CNN",4713,744
3533,1690,news,europe,Canaries volcano blasts lava into the air as ash blankets area - CNN,1706,269
4655,1691,news,uk,Scottish oysters were on the rocks. Now a whisky distillery is throwing them a lifeline - CNN,4545,744
668,1692,sport,sport,Slovenia chimney climb: Janja Garnbret and Domen Škofic scale the world's tallest artificial multi-pitch route - CNN,5224,889
4706,1693,sport,motorsport,F1: How Red Bull caught up with the Mercedes 'juggernaut' - CNN,7194,1206
2529,1694,news,europe,"Alexey Navalny: Amnesty apologizes to Kremlin critic, restores his 'prisoner of conscience' status - CNN",2399,376
2705,1695,news,europe,Spain to pardon jailed Catalan separatist leaders on Tuesday - CNN,2681,410
2022,1696,sport,sport,Mikaela Shiffrin reveals how she's been inspired by tennis star Iga Świątek - CNN,4148,730
807,1697,news,africa,Malawi consent classes teach children no means no - CNN,6516,1077
4693,1698,news,europe,"Germany locks down unvaccinated people, as leaders plan to make shots compulsory - CNN",4628,703
2650,1699,news,europe,Why Britain's friends and adversaries will have watched the Russia confrontation closely - CNN,7111,1128
1363,1700,news,us,Government action took months as nursing home workers died during the pandemic - CNN,10220,1625
3334,1701,sport,football,UEFA Super Cup: Chelsea defeat Villarreal  - CNN,3191,534
770,1702,news,africa,"They were sent to a shelter for safety. Instead, these women say they were sexually abused - CNN",17569,2892
145,1703,sport,sport,Eating disorders: Olympic high jumper Priscilla Frederick-Loomis pressured to 'perform better' and lose a few pounds - CNN,10839,1838
330,1704,business,homes,Conflict in Ukraine pushes mortgage rates lower - CNN,3106,485
1973,1705,news,uk,Oprah royal interview: Meghan reveals she 'didn't want to be alive anymore' - CNN,11077,1864
1821,1706,sport,sport,Michael Miraglia completes his own Strongman Marathon on Utah's Bonneville Salt Flats  - CNN,4066,696
3832,1707,news,europe,Russian gunpowder workshop explosion kills 17 -- report - CNN,2350,366
3476,1708,sport,sport,"Tom Brady: 'I'm not going to reminisce,' says star QB ahead of Patriots reunion clash  - CNN",4296,742
3639,1709,sport,golf,Ryder Cup squads set as Padraig Harrington finalizes European team - CNN,2970,490
3822,1710,news,europe,Einar: Swedish rapper shot dead age 19 in Stockholm - CNN,1826,303
1576,1711,news,europe,"Neanderthal burials: Child's skeleton buried 41,000 years ago may solve mystery - CNN",4490,684
3222,1712,sport,football,Meet the 16-year-old supplying Premier League stars with rare sneakers - CNN,6081,1046
1752,1713,sport,sport,"Steeplechaser Colleen Quigley discusses mental health, modeling and being 'hungry' for Olympic success - CNN",6092,1030
3828,1714,sport,motorsport,Max Vertstappen: F1 drivers defend Netflix series after Red Bull driver's 'fake' snub  - CNN,2784,481
10,1715,business,investing,Russia could default on its debt within days - CNN,4479,707
1123,1716,health,health,State launches Aetna probe after stunning admission - CNN,12056,1857
3125,1717,news,europe,Ukraine to give female soldiers 'more comfortable' heels after sexism controversy - CNN,2625,409
1728,1718,sport,sport,Claressa Shields takes jab at boxing establishment - CNN,7828,1311
1117,1719,health,health,Forget abortion: What women in Appalachian Kentucky really want - CNN,26108,4433
1279,1720,news,us,The new women's movement: Reviving the ERA fight - CNN,32723,5553
2761,1721,sport,football,Brazil wins Copa América opener as Messi expresses concerns about contracting Covid-19 at tournament - CNN,3615,561
3256,1722,sport,sport,How does the Paralympic classification system work? - CNN,4614,699
4704,1723,sport,sport,Lamine Diack: Former head of World Athletics dies aged 88 - CNN,2161,343
2879,1724,sport,tennis,"Naomi Osaka: 'It can be devastating to adjust to fame and fortune,' says tennis great Chris Evert - CNN",4761,817
1682,1725,news,europe,Prince Philip spends second night in London hospital - CNN,10553,1689
3173,1726,news,uk,Prince Charles reveals songs which give him 'an irresistible urge to get up and dance' - CNN,2255,378
4287,1727,news,europe,Britain's army chief warns risk of accidental war with Russia is greater than during Cold War - CNN,3132,535
4022,1728,sport,sport,"Andrew Wiggins on getting vaccinated: 'Not something I wanted to do, but kind of forced to' - CNN",3863,679
3519,1729,sport,football,Emma Hayes: Chelsea Women's manager fears social media abuse of players could lead to suicides - CNN,10442,1773
1563,1730,sport,football,Lionel Messi scores twice as Barcelona beats Athletic Bilbao - CNN,4288,702
3693,1731,news,europe,"Maria Kolesnikova, Belarus protest leader, sentenced to 11 years in jail - CNN",5168,758
1460,1732,news,uk,Police shut down ultra-Orthodox Jewish wedding with 150 guests amid London lockdown - CNN,4600,706
3529,1733,sport,golf,The weird and wonderful outfits of fans at the Ryder Cup - CNN,2342,405
202,1734,news,asia,Wildlife flourishing in uninhabited areas around Fukushima  - CNN,3023,451
2338,1735,news,australia,Australia marks quietest fire season in a decade - CNN,2948,472
2782,1736,sport,tennis,French Open: Barbora Krejcikova beats Anastasia Pavlyuchenkova in roller coaster final to win first grand slam - CNN,5809,982
3785,1737,sport,football,Ole Gunnar Solskjaer: Manchester United manager to remain in charge of club - CNN,1708,263
1709,1738,sport,sport,Manchester United's Anthony Martial racially abused on social media after draw - CNN,3492,546
2146,1739,sport,sport,Bunny attends baseball game and everyone is in love with it - CNN,1705,296
2778,1740,news,europe,Russia Covid-19: Moscow mayor announces 'non-working' week to curb spread - CNN,2724,436
3856,1741,news,uk,"UK MPs face 'substantial' threat after fatal Amess stabbing, says Home Secretary  - CNN",2661,429
3945,1742,news,europe,Giulio Regeni murder: Four Egyptian officers face Italian trial  - CNN,3603,561
4399,1743,sport,football,Thierry Henry says social media companies make 'money through hate' as he launches online campaign - CNN,4214,712
4240,1744,sport,golf,Charlie Sifford Award created for honoring 'spirit in advancing diversity in golf' - CNN,3766,605
3732,1745,sport,football,Wilfried Zaha: Premier League star targeted with racist abuse on social media - CNN,2115,357
1771,1746,sport,sport,Kevin Durant pulled from game twice due to Covid-19 protocols - CNN,3407,572
3372,1747,sport,sport,Kim Raisner: Germany's modern pentathlon coach disqualified from Olympics for hitting horse - CNN,3538,588
1624,1748,sport,football,Alisson Becker: Father of Liverpool goalkeeper drowns in southern Brazil  - CNN,1234,194
673,1749,sport,sport,Doug Scott: Everest conqueror and mountaineering icon dies aged 79 - CNN,2241,386
3195,1750,news,europe,Eastern Europe was once a world leader on gay rights. Then it ran out of scapegoats - CNN,10300,1634
4671,1751,news,europe,"Eric Zemmour, far-right French presidential hopeful, grabbed by neck at heated political rally - CNN",3606,539
2432,1752,news,europe,"Russia Arctic: As Washington and Moscow spar, Putin creates new facts on the ground - CNN",9765,1631
1147,1753,health,health,"When insurance wouldn't pay, parents funded cancer patient's $95,000 lifesaving treatment - CNN",19532,3112
1923,1754,news,uk,"More than 500 people in UK put on do-not-resuscitate orders without consent, watchdog says  - CNN",4793,767
4194,1755,sport,football,Manchester United went viral again but for all the wrong reasons  - CNN,5659,938
3315,1756,sport,football,Homophobic chanting mars Liverpool's win against Norwich City in Premier League - CNN,4579,713
1461,1757,news,europe,Vladimir Putin presents a Russia-sized foreign-policy headache for Biden - CNN,7524,1180
3680,1758,sport,golf,Jordan Spieth and Olympic champion Xander Schauffele among Team USA's Ryder Cup captain's picks - CNN,2847,447
1971,1759,sport,sport,NBA: Caris LeVert admits 'gratefulness' following NBA return 46 days after surgery to remove cancerous mass - CNN,2743,478
950,1760,news,weather,Weather news: Snow and ice will return to the South this week. Maybe.   - CNN,7236,1258
1808,1761,sport,sport,Tom Brady says he's open to playing past 45 ahead of his 10th Super Bowl - CNN,3257,584
1595,1762,news,europe,"More than 2,000 attend illegal New Year's party in France, despite coronavirus restrictions - CNN",2197,335
3362,1763,sport,golf,"Collin Morikawa: Fresh off second major victory at the Open, US golfer relishing chance to represent Team USA at Tokyo 2020 - CNN",5443,972
2945,1764,news,europe,Landmark Vatican fraud trial begins as cardinal faces charges over London property deal  - CNN,3434,558
4376,1765,news,europe,Greta Thunberg draws thousands to Glasgow for COP26 youth protest  - CNN,4975,798
1777,1766,sport,sport,LeBron James says having All-Star Game is 'a slap in face' to players - CNN,4512,777
4661,1767,sport,sport,Medina Spirit: Kentucky Derby winner to undergo necropsy following sudden workout death - CNN,3861,616
2377,1768,news,europe,Belarus: Russian authorities deny entry to European airlines as EU mulls sanctions on Belarus - CNN,8026,1201
1609,1769,news,uk,"Captain Tom Moore, 100-year-old UK fundraising hero, honored at funeral - CNN",3003,496
363,1770,business,perspectives,Opinion: Cheesy Christmas movies are just what we need this year - CNN,5457,929
4407,1771,sport,football,"Real Madrid becomes first team to score 1,000 Champions League goals - CNN",1782,292
14,1772,business,investing,Japan orders crypto exchanges to comply with sanctions against Russia and Belarus - CNN,2275,338
73,1773,news,us,"William Hurt, actor known for 'Body Heat' and 'Kiss of the Spider Woman,' dies  - CNN",1690,276
3720,1774,sport,tennis,US Open match suspended amid heavy rainfall despite stadium roof - CNN,3614,599
803,1775,news,africa,World Bank to consider giving Tanzania $500 million education loan despite ban on pregnant schoolgirls - CNN,4657,758
3396,1776,sport,sport,Alberto Ginés wins first Olympic climbing gold in Tokyo  - CNN,4239,710
1848,1777,sport,motorsport,"Formula One: After worst season in years, can Ferrari bounce back in 2021?  - CNN",8363,1410
3499,1778,news,europe,Murder of young teacher Sabina Nessa makes women in London worry it could have been them - CNN,6219,1068
2303,1779,sport,golf,"The Masters: The return of patrons will play a 'massive role,' says Jordan Spieth - CNN",3137,546
2374,1780,sport,sport,"With Tokyo Olympics nearing, Japan considers extending coronavirus state of emergency - CNN",4569,722
