Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
2432,"Russia Arctic: As Washington and Moscow spar, Putin creates new facts on the ground - CNN",news,politics,europe,politics,2299,"Russian military presence in the Arctic 'absolutely necessary,' says Kremlin - CNN",0.61214626,2314,Russia is amassing unprecedented military might in the Arctic - CNN,0.57761085,3153,Russian plane crashes with 28 passengers onboard - CNN,0.5728009,1605,Russia launches satellite to monitor climate in Arctic - CNN,0.5317552,4168,"Fearing new Russian threat, Ukraine races to upgrade its navy - CNN",0.5022429,1.0,0.2,1.0,0.2,0.5593112,0.5022429,0.61214626
1147,"When insurance wouldn't pay, parents funded cancer patient's $95,000 lifesaving treatment - CNN",health,health,health,health,1109,A dying mother's plea for her life - CNN,0.47327667,2010,The world needs all the doctors it can get right now. This cancer patient is risking the time she has left to become one - CNN,0.47126222,4011,Analysis: The Countess of Wessex is getting real about menopause. Why her groundbreaking message matters - CNN,0.43612581,3965,'I just felt really weak': Anna Nordqvist reveals mental health battle after major victory - CNN,0.418934,1973,Oprah royal interview: Meghan reveals she 'didn't want to be alive anymore' - CNN,0.37904912,0.2,0.8,0.2,0.8,0.43572956,0.37904912,0.47327667
1923,"More than 500 people in UK put on do-not-resuscitate orders without consent, watchdog says  - CNN",news,health,uk,health,1523,"England considers putting Covid patients in hotels, as study reveals deep trauma among ICU workers - CNN",0.58392525,1597,UK emergency Covid-19 field hospitals asked to be 'ready' to admit patients - CNN,0.56176925,3808,UK 'leaning towards' mandatory Covid vaccines for health care workers - CNN,0.5614279,1428,"UK Covid-19 deaths have hit 100,000. Experts say the government is still getting it wrong - CNN",0.5368619,3963,UK Covid: British government's early response to virus slammed in new report - CNN,0.5242969,1.0,0.8,0.8,0.8,0.5536562,0.5242969,0.58392525
4194,Manchester United went viral again but for all the wrong reasons  - CNN,sport,sport,football,football,548,Bruno Fernandes: How one man transformed Manchester United's fortunes - CNN,0.7183124,4372,Manchester United suffers 2-0 defeat against rival Manchester City as pressure grows on manager Ole Gunnar Solskjaer - CNN,0.7091452,3785,Ole Gunnar Solskjaer: Manchester United manager to remain in charge of club - CNN,0.694053,4195,Ole Gunnar Solskjaer sacked as Manchester United manager after string of poor results - CNN,0.68922377,2499,Manchester City wins English Premier League title after Manchester United lose  - CNN,0.67957747,1.0,1.0,1.0,1.0,0.6980623,0.67957747,0.7183124
3315,Homophobic chanting mars Liverpool's win against Norwich City in Premier League - CNN,sport,sport,football,football,2475,Manchester United vs. Liverpool: Two arrests made during fan protests outside Old Trafford - CNN,0.58704865,4488,Chelsea FC: An inside look at Premier League club's fight against discrimination - CNN,0.5781803,2354,Manchester City duo receive racist abuse online after Champions League defeat  - CNN,0.5746043,2156,European Super League: How game's wealthy owners scored own goal - CNN,0.539572,4353,West Ham topple Liverpool's unbeaten run in five-goal thriller - CNN,0.5329953,1.0,0.8,1.0,0.8,0.5624801,0.5329953,0.58704865
1461,Vladimir Putin presents a Russia-sized foreign-policy headache for Biden - CNN,news,politics,europe,politics,2731,Analysis: Putin got exactly what he wanted from Biden in Geneva - CNN,0.7491951,4598,Russia's Vladimir Putin told Biden he would 'really like' to meet - CNN,0.7124796,1924,Russia reacts angrily after Biden calls Putin a 'killer' - CNN,0.70235336,2793,"US-Russia relations are so poor that only a summit can sort them out, Putin's spokesman says - CNN",0.6981766,1814,Europe talks the talk in criticizing Putin. Russia's opposition is waiting for it to walk the walk - CNN,0.6251926,1.0,1.0,1.0,1.0,0.6974795,0.6251926,0.7491951
3680,Jordan Spieth and Olympic champion Xander Schauffele among Team USA's Ryder Cup captain's picks - CNN,sport,sport,golf,football,3535,Ryder Cup: How to watch golf's US vs. Europe showdown - CNN,0.7163217,3549,"Ryder Cup: One year after originally scheduled, golf's biggest rivalry is ready to tee off - CNN",0.680906,3517,Team US in the driver's seat after strong opening day at Ryder Cup - CNN,0.67448676,3852,Xander Schauffele reveals his father is 'hogging' his Olympic gold medal - CNN,0.66889477,3505,Ryder Cup: Team US on the brink of regaining Ryder Cup behind Dustin Johnson excellence - CNN,0.6613539,1.0,1.0,1.0,0.8,0.6803926,0.6613539,0.7163217
1971,NBA: Caris LeVert admits 'gratefulness' following NBA return 46 days after surgery to remove cancerous mass - CNN,sport,sport,sport,football,4155,LeBron James: Superstar gets fans ejected from game on return and hits clutch 3 in Lakers OT win - CNN,0.5650579,1771,Kevin Durant pulled from game twice due to Covid-19 protocols - CNN,0.5600592,1764,NBA: Steph Curry and Nikola Jokic score 50 points or more -- but both lose - CNN,0.5475675,4397,"Brooklyn Nets: Kevin Durant dazzles in win, Kyrie Irving would be ""welcomed back"" if NYC vaccine mandate lifted - CNN",0.5453005,2749,Kevin Durant puts in historic performance as Brooklyn Nets beat Milwaukee Bucks - CNN,0.5401398,1.0,1.0,1.0,1.0,0.55162495,0.5401398,0.5650579
950,Weather news: Snow and ice will return to the South this week. Maybe.   - CNN,news,news,weather,us,946,"While the Northeast is digging out of last week's blizzard, the next storm is taking aim at the South  - CNN",0.72711384,948,"Winter weather news: Another winter storm is streaking across the northern Plains this week. But it won't stop Plowy McPlowface, one of Minnesota's famed snowplows - CNN",0.6131458,954,"From record high temperatures to snow, these towns are shivering in shock Monday - CNN",0.60679495,956,A travel nightmare is setting up from coast to coast as holiday travelers return home - CNN,0.5849217,627,Snowboarder Jeremy Jones is fighting for climate action to protect winter sports  - CNN,0.53803694,0.8,1.0,0.8,1.0,0.6140026,0.53803694,0.72711384
1808,Tom Brady says he's open to playing past 45 ahead of his 10th Super Bowl - CNN,sport,sport,sport,football,3476,"Tom Brady: 'I'm not going to reminisce,' says star QB ahead of Patriots reunion clash  - CNN",0.7175165,4071,Tom Brady hypes Buccaneers-Patriots game with homecoming video  - CNN,0.6892661,2049,Tom Brady: NFL star says he dodged wife's retirement request - CNN,0.6870942,4048,Tom Brady makes triumphant return to New England Patriots with victory and all-time passing record - CNN,0.6845519,1980,NFL: Tom Brady signs new deal with the Tampa Bay Buccaneers - CNN,0.6589776,1.0,1.0,1.0,1.0,0.6874813,0.6589776,0.7175165
1595,"More than 2,000 attend illegal New Year's party in France, despite coronavirus restrictions - CNN",news,news,europe,europe,2518,Spain curfew lifts: Hundreds party as coronavirus restrictions ease - CNN,0.47486502,3604,France coronavirus: Thousands of healthcare workers suspended after failing to get vaccinated - CNN,0.4460554,4461,"Marseille violence: Drugs, violence and racism create 'cocktail of neglect' in France's second city - CNN",0.4336344,1822,Macron: New Covid-19 rules in France as hospitalizations soar - CNN,0.4321074,3731,2015 Paris Terror Attacks - CNN,0.42626095,1.0,0.6,1.0,0.4,0.44258466,0.42626095,0.47486502
3362,"Collin Morikawa: Fresh off second major victory at the Open, US golfer relishing chance to represent Team USA at Tokyo 2020 - CNN",sport,sport,golf,golf,1565,"Collin Morikawa: After 'life-changing' major win, US star says fame won't change him - CNN",0.8083596,3025,Collin Morikawa makes history with Open Championship win after dramatic final round - CNN,0.806275,2197,How Hideki Matsuyama became Japan's new national hero - CNN,0.5732046,3852,Xander Schauffele reveals his father is 'hogging' his Olympic gold medal - CNN,0.5427933,2834,"Yuka Saso wins 2021 US Women's Open, becomes first Filipino player to win a golf major tournament - CNN",0.5366614,1.0,1.0,0.8,0.6,0.6534588,0.5366614,0.8083596
2945,Landmark Vatican fraud trial begins as cardinal faces charges over London property deal  - CNN,news,politics,europe,politics,3176,"Vatican indicts 10 people, including a cardinal, over an international financial scandal - CNN",0.7846667,1457,"Vatican bank's former chief found guilty of money laundering, sentenced to nearly 9 years in prison - CNN",0.60204136,1075,US Catholic bishops announce new policies to police bishops - CNN,0.49606788,1081,'How could this happen again?' Why this Catholic abuse scandal seems worse than 2002  - CNN,0.49172884,4027,France Catholic Church: Pope expresses 'shame' over Church response to sexual abuse survivors following report - CNN,0.47880268,1.0,0.8,0.6,0.8,0.5706615,0.47880268,0.7846667
4376,Greta Thunberg draws thousands to Glasgow for COP26 youth protest  - CNN,news,news,europe,us,4414,Greta Thunberg says she's going 'net-zero' on cussing after COP26 sing-along  - CNN,0.68070483,3793,COP26: Australia will be the rich world's weakest link at climate summit with hollow net-zero and emissions pledges - CNN,0.577327,3807,COP26 flop? Covid looms over crucial climate talks as some key leaders snub the event - CNN,0.5733945,4419,Boris Johnson talks up COP26 climate deals but stumbles on Attenborough mask controversy  - CNN,0.5714782,3927,Scott Morrison: Australian leader will attend COP26 climate summit - CNN,0.5309489,1.0,0.2,0.0,0.2,0.58677065,0.5309489,0.68070483
1777,LeBron James says having All-Star Game is 'a slap in face' to players - CNN,sport,sport,sport,football,4114,"LeBron James: Los Angeles Lakers forward fined $15,000 for 'obscene gesture' celebration - CNN",0.70591235,4155,LeBron James: Superstar gets fans ejected from game on return and hits clutch 3 in Lakers OT win - CNN,0.6844034,2437,"LeBron James hits game-winner as the LA Lakers beat the Golden State Warriors, advance to playoffs - CNN",0.6792681,4719,LeBron James misses game after entering NBA's Covid-19 protocols  - CNN,0.67080677,4653,Lakers vs Celtics: LeBron James leads LA to 117-102 victory over Boston  - CNN,0.66998005,1.0,1.0,1.0,1.0,0.6820742,0.66998005,0.70591235
4661,Medina Spirit: Kentucky Derby winner to undergo necropsy following sudden workout death - CNN,sport,sport,sport,sport,4666,Medina Spirit: Kentucky Derby winner dies at Santa Anita - CNN,0.93618935,135,Medina Spirit's 2021 Kentucky Derby win has been nullified and horse trainer Bob Baffert is suspended - CNN,0.83156693,2523,Medina Spirit's Kentucky Derby win in doubt after failing postrace drug test - CNN,0.65183604,2509,Second-place Kentucky Derby finisher Mandaloun will inherit the 'winner' title if Medina Spirit is disqualified - CNN,0.6404699,137,2021 Belmont Stakes results: Essential Quality wins race - CNN,0.5320246,1.0,1.0,1.0,0.0,0.7184174,0.5320246,0.93618935
2377,Belarus: Russian authorities deny entry to European airlines as EU mulls sanctions on Belarus - CNN,news,news,europe,europe,2388,"Belarus: 'All Belarusians are hostages to Lukashenko's regime,' say citizens now cut off from Europe - CNN",0.7597332,2367,Lukashenko says documents about Ryanair flight will reveal 'what's going on' as Putin underlines his support for Belarus - CNN,0.70329344,2409,Belarus condemned for 'hijacking' Ryanair plane to detain journalist  - CNN,0.6256534,2415,Belarus: Activist arrested after fighter jet intercepts his Ryanair flight - CNN,0.5990883,4291,"Russia has 'nothing to do with' Poland-Belarus border crisis, Putin insists - CNN",0.5815004,1.0,0.4,1.0,0.2,0.6538538,0.5815004,0.7597332
1609,"Captain Tom Moore, 100-year-old UK fundraising hero, honored at funeral - CNN",news,news,uk,uk,1804,"Captain Sir Tom Moore, who raised millions for the NHS, dies aged 100 - CNN",0.7429262,1394,100-year-old UK fundraising hero Tom Moore hospitalized with Covid-19 - CNN,0.7230789,2241,Prince Philip death: Harry pays tribute to 'cheeky' grandpa Prince Philip as he arrives in UK for funeral  - CNN,0.3885417,2160,"'Pervasive racism' left tens of thousands of Black and Asian war dead uncommemorated, UK inquiry findss - CNN",0.3689441,3201,US veterans launch dig for missing World War II airmen in England - CNN,0.35856605,1.0,0.6,0.8,0.4,0.5164114,0.35856605,0.7429262
363,Opinion: Cheesy Christmas movies are just what we need this year - CNN,business,entertainment,perspectives,celebrities,4545,What Christmas looks like at the Queen's house - CNN,0.43310988,361,Opinion: The reason 'SNL' is so hilarious again? Less Trump - CNN,0.40576816,362,Opinion: The biggest news story of 2021? Our imperiled democracy - CNN,0.37418753,96,Where to stream the best picture Oscar-nominated movies  - CNN,0.36489433,4616,Analysis: The clues in Kate's big concert - CNN,0.36373353,0.4,0.6,0.4,0.2,0.3883387,0.36373353,0.43310988
4407,"Real Madrid becomes first team to score 1,000 Champions League goals - CNN",sport,sport,football,football,558,Barcelona suffers record defeat against Bayern Munich in Champions League - CNN,0.7120874,4586,Real Madrid breezes past fierce rival Atlético Madrid 2-0 to extend winning run  - CNN,0.70325816,3626,Manchester United and Cristiano Ronaldo stunned by late Young Boys winner in Champions League - CNN,0.6814189,1585,Cristiano Ronaldo scores twice in Juventus win - CNN,0.6792048,1796,Debate over greatest goalscorer of all time continues as Cristiano Ronaldo nets 762nd goal - CNN,0.66952264,1.0,1.0,1.0,1.0,0.6890985,0.66952264,0.7120874
14,Japan orders crypto exchanges to comply with sanctions against Russia and Belarus - CNN,business,news,investing,asia,4,Russia is no longer an option for investors. These emerging markets are - CNN,0.5543885,2594,Putin says US sanctions on Russia 'even did us good' - CNN,0.554212,199,Analysis: Japan's tough talk on Russia is really about China - CNN,0.5336671,10,Russia could default on its debt within days - CNN,0.52291036,1399,Russian activist Navalny's foundation calls on Biden to sanction Putin's closest allies  - CNN,0.48426855,0.4,0.0,0.4,0.0,0.5298893,0.48426855,0.5543885
73,"William Hurt, actor known for 'Body Heat' and 'Kiss of the Spider Woman,' dies  - CNN",news,entertainment,us,celebrities,1972,Serena Williams says she understood the 'pain and cruelty' suffered by Meghan - CNN,0.3378278,461,'King Richard' review: Will Smith occupies center court as Venus and Serena's dad - CNN,0.32284558,4167,"Dick Vitale: Famous basketball announcer, who is battling cancer, emotional upon return - CNN",0.31744897,4259,'King Richard' portrays the power behind the Williams sisters' throne - CNN,0.29933155,841,How to support animal lover Betty White's favorite cause - CNN,0.29931855,0.2,0.6,0.2,0.2,0.3153545,0.29931855,0.3378278
