Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
3195,Eastern Europe was once a world leader on gay rights. Then it ran out of scapegoats - CNN,news,europe,3004,Hungary plans referendum on law criticized by EU as homophobic - CNN,0.7903032,2757,Hungary's parliament passes anti-LGBT law ahead of 2022 election - CNN,0.764115,2652,"Hungary 'has no place in the EU anymore,' Dutch leader says - CNN",0.76101255,3100,This is the fight Europe has needed for years  - CNN,0.7487886,2973,Hungary Pride: Thousands join event as LGBTQ people face growing hostility - CNN,0.6775968,1.0,1.0,0.7483632,0.6775968,0.7903032
3196,July 21 2005 London Bombings Fast Facts - CNN,news,europe,2669,July 7 2005 London Bombings Fast Facts - CNN,0.8565184,4268,"Liverpool bomb incident: Man brought explosive device into taxi, police say - CNN",0.65549314,3829,Manchester bombing: Man arrested in connection with 2017 Manchester Arena bombing - CNN,0.5575325,4277,Liverpool Women's Hospital: Police arrest three after deadly car explosion - CNN,0.50727606,3731,2015 Paris Terror Attacks - CNN,0.49164146,1.0,0.4,0.61369234,0.49164146,0.8565184
3197,Chris Paul inspires Phoenix Suns to first NBA Finals since 1993  - CNN,sport,sport,3133,NBA Finals: Chris Paul puts in historic performance as the Phoenix Suns beat the Milwaukee Bucks in Game 1 - CNN,0.8924434,2701,NBA playoffs: Devin Booker's huge night leads Phoenix Suns to Game One win over LA Clippers - CNN,0.7931386,3038,"NBA Finals: Bucks rally past Suns, take 3-2 lead - CNN",0.64073354,3166,"NBA: Bucks head to finals, Phoenix after slamming Hawks - CNN",0.6363145,3118,"NBA Finals: Suns overcome Giannis Antetokounmpo's 42, grab 2-0 lead - CNN",0.63255274,1.0,1.0,0.7190366,0.63255274,0.8924434
3198,Cat attacks: Man found guilty of stabbing 16 pets - CNN,news,uk,3920,Fatal stabbing of British lawmaker David Amess called terrorist incident by UK police - CNN,0.4939599,3231,Man arrested after food injected with needles at supermarkets - CNN,0.45963836,3849,"David Amess: Man charged with murdering UK lawmaker had terrorist links, court hears - CNN",0.4379877,3919,David Amess stabbing: Boris Johnson and Keir Starmer visit scene in Leigh-on-Sea - CNN,0.4287957,3323,"Plymouth shooting: Attacker identified after five killed in rare mass shooting in England
 - CNN",0.41838765,1.0,0.8,0.44775385,0.41838765,0.4939599
3199,Turkey formally quits treaty to prevent violence against women - CNN,news,europe,1900,Turkey withdraws from Istanbul convention to combat violence against women - CNN,0.85620534,2102,"Turkey enters first national lockdown as Covid-19 cases rise
 - CNN",0.57640374,2632,Istanbul Pride parade: Turkish police fire tear gas to disperse crowds - CNN,0.51290447,2139,Armenia mass killings: What to know  - CNN,0.5024446,3189,US adds Turkey to list of countries implicated in use of child soldiers - CNN,0.4982776,1.0,1.0,0.5892471,0.4982776,0.85620534
3200,Semenya's Tokyo bid ends as qualifying deadline passes - CNN,sport,sport,1613,Caster Semenya appeals to European Court of Human Rights over 'discriminatory' testosterone limit - CNN,0.75846195,3174,Tokyo 2020: Two Namibian Olympic medal contenders ruled ineligible for women's 400m due to naturally high testosterone levels - CNN,0.5903721,3225,Overcoming tragedy to become Kenya's first female rower at the Tokyo Paralympics - CNN,0.5093069,3621,"Burundi's Francine Niyonsaba, who has an intersex condition, breaks world record - CNN",0.4938627,3419,How misogynoir is oppressing Black women athletes - CNN,0.4932955,1.0,1.0,0.5690598,0.4932955,0.75846195
3201,US veterans launch dig for missing World War II airmen in England - CNN,news,europe,2988,Aviation enthusiast potentially saves pilot's life after seeing sparks coming from his plane - CNN,0.46860576,3261,US veteran reunited with Italian siblings he almost shot in World War II - CNN,0.4583494,2805,D-Day Fast Facts - CNN,0.44445693,4718,Munich explosion: Old bomb causes blast near train station in German city - CNN,0.42471868,1101,A WWII hero returns to Germany to meet his enemy - CNN,0.40251887,1.0,0.6,0.43972987,0.40251887,0.46860576
3202,"Paralympics: David Brown, world's fastest blind athlete, says 'possibilities are endless on how fast we can go' - CNN",sport,sport,3379,Sky Brown: 13-year-old bronze medalist on empowering a new generation of skateboarders - CNN,0.6006113,3208,"Brad Snyder: Paralympic gold medalist, who was blinded in Afghanistan, questions US' 'war on terror' - CNN",0.5676166,2914,Connor Fields 'is awake' after BMX semifinals crash at the Olympics as Niek Kimmann storms to historic gold - CNN,0.5496692,2902,Connor Fields is out of ICU after sustaining brain hemorrhage in BMX crash at Tokyo 2020 - CNN,0.5336544,3306,Connor Fields says he suffered brain shearing and bleeding after BMX crash - CNN,0.5176381,1.0,1.0,0.55383795,0.5176381,0.6006113
3203,"Transfer deadline day: Spending on international transfers nearly tripled in 10 years, FIFA says - CNN",sport,football,3722,European transfer window 2021 may be the best ever as clubs splurge on marquee signings - CNN,0.61203766,3395,Lionel Messi: Barcelona says Argentine star is leaving the club - CNN,0.5804118,3542,Cristiano Ronaldo set to overtake Lionel Messi as highest-paid footballer this season  - CNN,0.5723108,550,PSG: Neymar's moment of reckoning in Champions League - CNN,0.5585786,2235,Barcelona FC pips fierce rival Real Madrid to be named the world's most valuable club - CNN,0.55469894,1.0,0.8,0.5756076,0.55469894,0.61203766
3204,"Paralympian says he had to be pulled through White House kitchen lift because ""they didn't have an elevator"" - CNN",sport,sport,3223,"Two Afghan athletes arrive from Kabul to Tokyo, International Paralympic Committee confirms - CNN",0.46831113,3294,"Paralympics: Afghan turmoil shattering dream of trapped athletes is 'heartbreaking,' says IPC chief - CNN",0.46090192,4221,Bryan Habana: Springboks great says he would have taken the knee as a player if he had the opportunity - CNN,0.44034648,1462,"Inauguration cool: Forget the outfits, everyone is talking about the kicks - CNN",0.42766052,3225,Overcoming tragedy to become Kenya's first female rower at the Tokyo Paralympics - CNN,0.42583644,1.0,1.0,0.44461125,0.42583644,0.46831113
3205,PTPA: Players' association co-founded by Novak Djokovic has momentum but still divides opinion - CNN,sport,tennis,2001,Tennis counts the cost of empty stands: 'We cannot survive'  - CNN,0.5292471,4315,"Golfers get paid enough, says leading executive Keith Pelley after announcement of landmark sponsorship deal - CNN",0.5259074,1473,Novak Djokovic says 'good intentions' were 'misconstrued' following backlash to list of proposals ahead of Australian Open - CNN,0.52119744,4165,"WTA's stance on Peng has made it human rights champion, says former U.S. official - CNN",0.5122999,4642,Australian Open: Novak Djokovic on entry list but Serena Williams will miss season's first grand slam due to medical reasons - CNN,0.49039257,1.0,0.8,0.5158089,0.49039257,0.5292471
3206,Houses of Parliament (Great Britain) Fast Facts - CNN,news,europe,2474,Let's talk about the Crown - CNN,0.48583156,1943,"With UK police under fire, Boris Johnson pushes new bill that could end peaceful protest - CNN",0.43214363,4494,Downing Street Christmas party: London's Met Police refers itself to watchdog over handling of allegations - CNN,0.43179613,4473,Armed intruder arrested in the grounds of Windsor Castle where the Queen is celebrating Christmas - CNN,0.42212534,3516,What we know about the Queen's Jubilee celebrations at Windsor - CNN,0.40720266,1.0,0.0,0.43581986,0.40720266,0.48583156
3207,"Lionel Messi makes Paris Saint-Germain debut, but Kylian Mbappé is the star of the show - CNN",sport,football,4465,Kylian Mbappé on the 'pleasure' of playing alongside Leo Messi at PSG and what's in store for his future - CNN,0.7906894,3606,PSG: Lionel Messi's Champions League debut for French giants falls flat against Club Brugge - CNN,0.78506684,3339,Lionel Messi tells CNN he believes PSG is the best place for him to win UCL again - CNN,0.76887715,4645,Kylian Mbappé and Lionel Messi inspire PSG to Champions League rout  - CNN,0.7632709,3576,Lionel Messi substituted on home debut as Paris Saint-Germain score late winner - CNN,0.7587303,1.0,1.0,0.773327,0.7587303,0.7906894
3208,"Brad Snyder: Paralympic gold medalist, who was blinded in Afghanistan, questions US' 'war on terror' - CNN",sport,sport,3242,Tokyo Paralympics: Australia's Paige Greco wins first gold as Japan battles Covid increase - CNN,0.6351415,3294,"Paralympics: Afghan turmoil shattering dream of trapped athletes is 'heartbreaking,' says IPC chief - CNN",0.59119713,3238,Sarah Storey wins 15th Paralympic gold medal in Tokyo  - CNN,0.5687793,3288,"Success of Suni Lee, Jay Litherland and Justine Wong-Orantes at Tokyo 2020 reflects long, hard fight for Asian-American athletes - CNN",0.56842387,3202,"Paralympics: David Brown, world's fastest blind athlete, says 'possibilities are endless on how fast we can go' - CNN",0.5676166,1.0,1.0,0.5862316,0.5676166,0.6351415
3209,Avani Lekhara becomes first Indian woman to win Paralympic gold - CNN,sport,sport,3225,Overcoming tragedy to become Kenya's first female rower at the Tokyo Paralympics - CNN,0.5672146,3242,Tokyo Paralympics: Australia's Paige Greco wins first gold as Japan battles Covid increase - CNN,0.5647894,3633,Diede de Groot becomes the first player to complete the golden slam in wheelchair tennis - CNN,0.56168175,2924,Katie Ledecky wins 1500m freestyle for her 6th career Olympic gold medal and first at Tokyo 2020 - CNN,0.55713534,3238,Sarah Storey wins 15th Paralympic gold medal in Tokyo  - CNN,0.55605507,1.0,0.8,0.56137526,0.55605507,0.5672146
3210,BMW Championship: Patrick Cantlay shows nerves of steel to win on sixth sudden-death hole - CNN,sport,golf,3690,Patrick Cantlay draws on 'self-belief' as he wins golf's $15 million FedEx Cup and Tour Championship - CNN,0.7166833,3712,Patrick Cantlay: Golf's man of the moment is living up to his new nickname  - CNN,0.68809575,3636,"Billy Horschel wins BMW PGA Championship, becoming only the second American to win the famous event - CNN",0.6072486,3521,Bryson DeChambeau hits extraordinary 417-yard monster drive at Ryder Cup - CNN,0.60588133,4152,Bryson DeChambeau vs. Brooks Koepka: How an internet meme helped fuel sport's biggest rivalry - CNN,0.5729781,1.0,1.0,0.6381774,0.5729781,0.7166833
3211,Belgian Grand Prix: Max Verstappen wins rainswept 'farce' - CNN,sport,motorsport,4595,Max Verstappen: Questionable calls at Abu Dhabi Grand Prix do little to stifle the celebrations of Dutchman's orange army - CNN,0.6782181,2709,Max Verstappen beats Lewis Hamilton at French Grand Prix to extend F1 title race lead - CNN,0.67696005,4610,Max Verstappen to start crucial Abu Dhabi Grand Prix in pole position over Lewis Hamilton  - CNN,0.67504597,3699,Max Verstappen wins Dutch Grand Prix to the delight of home fans - CNN,0.67417246,2633,Max Verstappen leads from start to finish at Styrian Grand Prix to extend F1 title race advantage - CNN,0.6721016,1.0,1.0,0.67529964,0.6721016,0.6782181
3212,Manchester City smashes Arsenal 5-0 as Gunners drop to bottom of Premier League - CNN,sport,football,4705,Manchester United vs Arsenal: Bizarre goal caps thrilling Premier League clash - CNN,0.73160446,4127,Arsenal win piles pressure on Newcastle United and new head coach Eddie Howe - CNN,0.7117375,4372,Manchester United suffers 2-0 defeat against rival Manchester City as pressure grows on manager Ole Gunnar Solskjaer - CNN,0.6798824,1765,"Premier League: Manchester City beat Liverpool as Ilkay Gundogan misses penalty, scores twice - CNN",0.66758394,2253,Premier League leader Manchester City stunned by 10-man Leeds United - CNN,0.66670823,1.0,1.0,0.6915033,0.66670823,0.73160446
3213,"Jacques Rogge, former IOC president, dies at 79 - CNN",sport,sport,132,"The Winter Olympics don't really represent the world: Costs, climate and quotas keep the majority off the podium - CNN",0.504207,3803,"Bernie Ecclestone offered ski role, agrees with Verstappen on Netflix - CNN",0.46457028,2999,"The speech that fizzled, then set the Olympic movement ablaze - CNN",0.44998014,3761,"Beijing Olympics: Lindsey Vonn on mental health, retirement and fashion  - CNN",0.4247378,2919,German cycling coach dismissed from Olympics over racist remarks - CNN,0.42176557,1.0,0.8,0.45305213,0.42176557,0.504207
3214,"Meet Anastasia Pagonis, the 17-year-old swimmer who won gold at the Paralympics - CNN",sport,sport,2311,Swimming: Leukemia survivor Rikako Ikee defies odds by securing Olympics berth - CNN,0.5671946,2932,Ariarne Titmus: Gold medal-winning athletes swerve social media to avoid 'external pressure' - CNN,0.56557834,3432,Katie Ledecky says she 'never would have imagined' her Olympic swimming success - CNN,0.5581875,2355,Simone Biles is schooling us on how to excel despite setbacks (like the pandemic). The new skills she's unleashed since her last Olympic gold help prove it - CNN,0.5565101,3268,Becca Meyers: US Paralympian swimmer heartbroken after pulling out of Tokyo Games because her mom can't be there as care assistant - CNN,0.54009074,1.0,1.0,0.5575122,0.54009074,0.5671946
3215,Europe's disunity and lack of trust imperil the continent's future  - CNN,news,europe,1846,The pandemic is stirring deep resentments in Europe. They may not be quick to heal - CNN,0.7099374,1601,2020 was a terrible year for Europe. 2021 is unlikely to be any better - CNN,0.68748677,1714,The EU is facing the most serious crises in its history. Many are wondering if anyone's  in charge - CNN,0.68184525,2378,EU-China trade: Europe's much-criticized pursuit of Chinese cash may be starting to unravel - CNN,0.6201199,4212,The EU realizes it can't rely on America for protection. Now it has a blueprint for a new joint military force - CNN,0.59238166,1.0,1.0,0.6583542,0.59238166,0.7099374
3216,Andy Murray: Tennis star says players 'have a responsibility' to get the vaccine  - CNN,sport,tennis,2560,Novak Djokovic hopes Covid-19 vaccine will not be made compulsory for players  - CNN,0.74850696,4098,"Novak Djokovic likely to skip Australian Open over vaccine mandate, says father - CNN",0.7238215,3718,Tennis' governing bodies continue to urge players to get vaccinated ahead of US Open - CNN,0.70729816,3302,Stefanos Tsitsipas refuses to take vaccine unless it becomes mandatory on tour - CNN,0.6958945,3969,"Australian Open: Get vaccinated if you want to play grand slam, minister tells players - CNN",0.6928033,1.0,1.0,0.7136649,0.6928033,0.74850696
